Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturón, Usa casco, Día de la semana, Sexo, Hora, Departamento, Localidad, Tipo de Vehiculo, X, Y 
14/6/2014, 34, CONDUCTOR , F. RIVERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 18, RIVERA, RIVERA, AUTO, 639505, 6581085 
14/6/2014, 46, CONDUCTOR , F. RIVERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 18, RIVERA, RIVERA, AUTO, 639505, 6581085 
26/7/2014, 34, CONDUCTOR , DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 20, RIO NEGRO, FRAY BENTOS, AUTO, 378770, 6333920 
31/5/2014, 49, CONDUCTOR , , URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 15, ARTIGAS, BELLA UNION, MOTO, 442390, 6652250 
31/5/2014, SIN DATOS, CONDUCTOR , DIEGOLAMAS AL 300, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 23, SALTO, SALTO, MOTO, 407475, 6527895 
17/5/2014, 20, CONDUCTOR , DIECIOCHO DE JULIO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 8, TACUAREMBO, TACUAREMBO, MOTO, 596020, 6490280 
17/5/2014, 64, CONDUCTOR , DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 8, TACUAREMBO, TACUAREMBO, AUTO, 596020, 6490280 
30/8/2014, 47, CONDUCTOR , CORONEL LUCAS PIRIZ, URBANA    , HERIDO GRAVE, CAÍDA, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 4, PAYSANDU, PAYSANDU, MOTO, 399870, 6424485 
6/9/2014, 20, CONDUCTOR , AVENIDA DE LOS IRACUNDOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 2, PAYSANDU, PAYSANDU, AUTO, 397265, 6425935 
6/9/2014, 20, CONDUCTOR , AVENIDA DE LOS IRACUNDOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 2, PAYSANDU, PAYSANDU, MOTO, 397265, 6425935 
11/1/2014, 36, CONDUCTOR , RUTA 31 KM 89.500, RURAL     , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 0, SALTO, SIN DATOS, AUTO, 491600, 6535420 
9/8/2014, 8, PASAJERO  , , URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 15, TACUAREMBO, TACUAREMBO, AUTO, 594565, 6490240 
15/3/2014, 60, CONDUCTOR , DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 16, RIO NEGRO, YOUNG, CAMION, 441770, 6382290 
22/3/2014, 43, CONDUCTOR , DIECINUEVE DE ABRIL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 10, PAYSANDU, PAYSANDU, AUTO, 397965, 6423905 
15/11/2014, 22, CONDUCTOR , AVENIDA BRASIL, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 5, PAYSANDU, PAYSANDU, MOTO, 396380, 6424115 
30/8/2014, 48, CONDUCTOR , GENERAL MANUEL ORIBE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 13, TACUAREMBO, TACUAREMBO, MOTO, 595825, 6491135 
26/7/2014, 47, CONDUCTOR , RUTA TRES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 0, PAYSANDU, CHACRAS DE PAYSANDU, AUTO, 400995, 6421780 
14/6/2014, 37, CONDUCTOR , WASHINGTON BELTRAN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 14, TACUAREMBO, TACUAREMBO, AUTO, 596570, 6490580 
14/6/2014, 33, CONDUCTOR , MANUEL ORIBE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 14, TACUAREMBO, PASO DE LOS TOROS, AUTO, 546280, 6369430 
14/6/2014, 42, CONDUCTOR , PRESIDENTE LUIS BATLLE BERRES, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 15, PAYSANDU, PAYSANDU, AUTO, 397830, 6426430 
14/6/2014, 49, CONDUCTOR , GENERAL GARIBALDI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 14, ARTIGAS, ARTIGAS, MOTO, 550745, 6636195 
14/6/2014, 9, PEATÓN    , SANTIAGO QUEIROLO, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 17, RIVERA, MANDUBI, SIN DATOS, 638320, 6577580 
14/6/2014, 54, CONDUCTOR , SANTIAGO QUEIROLO, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 17, RIVERA, MANDUBI, MOTO, 638320, 6577580 
14/6/2014, 25, CONDUCTOR , CERVANTES, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 17, SALTO, SALTO, MOTO, 408015, 6526550 
14/6/2014, 37, CONDUCTOR , CERVANTES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 17, SALTO, SALTO, MOTO, 408015, 6526550 
21/6/2014, 27, CONDUCTOR , VEINTICINCO DE MAYO, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 4, PAYSANDU, PAYSANDU, MOTO, 398800, 6423410 
21/6/2014, 30, CONDUCTOR , VEINTICINCO DE MAYO, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 4, PAYSANDU, PAYSANDU, MOTO, 398800, 6423410 
21/6/2014, 30, CONDUCTOR , NO SE INGRESO, SUBURBANA , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 6, TACUAREMBO, SIN DATOS, AUTO, 596915, 6480695 
21/6/2014, 40, CONDUCTOR , GENERAL JOSE G. ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 10, SALTO, SALTO, AUTO, 408465, 6526875 
21/6/2014, 28, CONDUCTOR , GENERAL JOSE G. ARTIGAS, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 10, SALTO, SALTO, MOTO, 408465, 6526875 
21/6/2014, 19, CONDUCTOR , JUAN ORTIZ, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 12, TACUAREMBO, TACUAREMBO, MOTO, 596985, 6490730 
21/6/2014, 53, CONDUCTOR , AVENIDA CORONEL CARLOS LECUEDER, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 13, ARTIGAS, ARTIGAS, AUTO, 550685, 6635970 
26/7/2014, 22, PASAJERO  , APARICIO SARAVIA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 8, RIVERA, RIVERA, AUTO, 636485, 6582000 
6/12/2014, 68, CONDUCTOR , DIECINUEVE DE ABRIL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 18, PAYSANDU, PAYSANDU, AUTO, 397945, 6423790 
18/1/2014, 70, CONDUCTOR , AVENIDA ITALIA, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 0, RIVERA, SANTA TERESA, MOTO, 636435, 6578755 
18/1/2014, 22, CONDUCTOR , FRANCISCO JAVIER MARTINEZ DE HAEDO, URBANA    , ILESO, DESPISTE, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 15, RIO NEGRO, FRAY BENTOS, AUTO, 377580, 6334735 
15/3/2014, 30, CONDUCTOR , VEINTICINCO DE MAYO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 12, PAYSANDU, PAYSANDU, AUTO, 397465, 6423545 
18/10/2014, 27, CONDUCTOR , REPUBLICA ARGENTINA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 15, PAYSANDU, PAYSANDU, AUTO, 399205, 6423755 
25/10/2014, 16, PASAJERO  , AVENIDA BRASIL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 1, RIVERA, RIVERA, AUTO, 639235, 6580285 
25/10/2014, 16, PASAJERO  , AVENIDA CARLOS MARIA RAMIREZ, URBANA    , HERIDO LEVE, DESPISTE, NO USA CINTURÓN, SIN DATOS, SÁBADO, FEMENINO, 8, ARTIGAS, ARTIGAS, AUTO, 550120, 6636500 
25/10/2014, 24, PASAJERO  , AVENIDA CARLOS MARIA RAMIREZ, URBANA    , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 8, ARTIGAS, ARTIGAS, AUTO, 550120, 6636500 
25/10/2014, 40, CONDUCTOR , AVENIDA CARLOS MARIA RAMIREZ, URBANA    , HERIDO LEVE, DESPISTE, NO USA CINTURÓN, SIN DATOS, SÁBADO, MASCULINO, 8, ARTIGAS, ARTIGAS, AUTO, 550120, 6636500 
25/10/2014, 68, PASAJERO  , AVENIDA CARLOS MARIA RAMIREZ, URBANA    , HERIDO GRAVE, DESPISTE, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 8, ARTIGAS, ARTIGAS, AUTO, 550120, 6636500 
25/10/2014, 31, CONDUCTOR , GENERAL JOSE G. ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 9, RIO NEGRO, YOUNG, AUTO, 440535, 6381890 
4/1/2014, 5, PEATÓN    , BOULEVARD GENERAL JOSE G. ARTIGAS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 10, PAYSANDU, PAYSANDU, SIN DATOS, 399270, 6424245 
3/5/2014, 19, CONDUCTOR , TOMAS BERRETA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 1, ARTIGAS, ARTIGAS, MOTO, 550760, 6635900 
10/5/2014, 50, CONDUCTOR , DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 16, PAYSANDU, PAYSANDU, AUTO, 398125, 6424200 
7/6/2014, 20, CONDUCTOR , C. ALZAIBAR, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 22, RIO NEGRO, FRAY BENTOS, MOTO, 379410, 6333890 
12/4/2014, 28, CONDUCTOR , NO SE INGRESO, RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 20, SALTO, SIN DATOS, AUTO, 467165, 6532825 
8/2/2014, SIN DATOS, CONDUCTOR , , URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 11, TACUAREMBO, TACUAREMBO, MOTO, 596280, 6489220 
26/4/2014, 20, PASAJERO  , NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 4, TACUAREMBO, PASO DE LOS TOROS, AUTO, 545420, 6370825 
10/5/2014, 48, PASAJERO  , MONSEÑOR VERA, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 19, RIVERA, RIVERA, MOTO, 637995, 6581560 
21/6/2014, 18, CONDUCTOR , GENERAL LEANDRO GOMEZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 3, PAYSANDU, PAYSANDU, AUTO, 397735, 6423820 
30/11/2014, 14, PASAJERO  , WILSON FERREIRA ALDUNATE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 23, ARTIGAS, ARTIGAS, MOTO, 550840, 6635830 
23/8/2014, 66, CONDUCTOR, PAUL HARRIS próximo Salida Parque de las Lavanderas , SIN DATOS, FALLECIDO EN CENTRO DE ASISTENCIA, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 9, TACUAREMBO, TACUAREMBO, MOTO, 597150, 6491655 
23/8/2014, 56, CONDUCTOR , PAUL HARRIS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 9, TACUAREMBO, TACUAREMBO, AUTO, 597150, 6491655 
23/8/2014, 32, CONDUCTOR , BELLA UNION, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 8, ARTIGAS, ARTIGAS, MOTO, 551555, 6634240 
23/8/2014, 57, CONDUCTOR , BELLA UNION, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 8, ARTIGAS, ARTIGAS, AUTO, 551555, 6634240 
25/10/2014, 19, CONDUCTOR , GENERAL LEANDRO GOMEZ, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 18, PAYSANDU, PAYSANDU, MOTO, 396870, 6423945 
1/2/2014, 42, CONDUCTOR , DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 17, RIO NEGRO, FRAY BENTOS, AUTO, 378165, 6334480 
1/2/2014, 37, CONDUCTOR , AVENIDA ITALIA Y POLO CASTRO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 22, RIVERA, SANTA TERESA, AUTO, 636435, 6578755 
1/2/2014, 47, PASAJERO  , AVENIDA LIBANO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 21, RIVERA, RIVERA, AUTO, 640475, 6580110 
1/2/2014, 45, CONDUCTOR , AVENIDA LIBANO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 21, RIVERA, RIVERA, AUTO, 640475, 6580110 
1/2/2014, 12, PASAJERO  , GENERAL EUGENIO GARZON, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 20, ARTIGAS, ARTIGAS, AUTO, 551100, 6636575 
1/2/2014, 13, PASAJERO  , GENERAL EUGENIO GARZON, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 20, ARTIGAS, ARTIGAS, AUTO, 551100, 6636575 
1/2/2014, 15, PASAJERO  , GENERAL EUGENIO GARZON, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 20, ARTIGAS, ARTIGAS, AUTO, 551100, 6636575 
1/2/2014, 33, PASAJERO  , GENERAL EUGENIO GARZON, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 20, ARTIGAS, ARTIGAS, AUTO, 551100, 6636575 
1/2/2014, 25, PASAJERO  , TREINTA Y TRES ORIENTALES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 0, RIVERA, RIVERA, AUTO, 639640, 6581110 
1/2/2014, 19, CONDUCTOR , TREINTA Y TRES ORIENTALES, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 0, RIVERA, RIVERA, MOTO, 639640, 6581110 
1/2/2014, 36, CONDUCTOR , TREINTA Y TRES ORIENTALES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 0, RIVERA, RIVERA, AUTO, 639640, 6581110 
11/10/2014, 38, CONDUCTOR , MONTE CASEROS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 9, PAYSANDU, PAYSANDU, AUTO, 398130, 6422225 
15/11/2014, 47, CONDUCTOR , JUAN ORTIZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 12, TACUAREMBO, TACUAREMBO, OMNIBUS, 596780, 6490515 
29/3/2014, 19, CONDUCTOR , COSTA RICA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 12, PAYSANDU, NUEVO PAYSANDU, MOTO, 399030, 6427545 
5/4/2014, 48, CONDUCTOR , VEINTICINCO DE MAYO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 12, PAYSANDU, PAYSANDU, AUTO, 399005, 6423380 
5/4/2014, 19, PASAJERO  , JOSE PEDRO VARELA, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, SÁBADO, FEMENINO, 18, TACUAREMBO, TACUAREMBO, MOTO, 596250, 6490095 
5/4/2014, 19, CONDUCTOR , JOSE PEDRO VARELA, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 18, TACUAREMBO, TACUAREMBO, MOTO, 596250, 6490095 
7/6/2014, 40, CONDUCTOR , BOULEVARD GENERAL JOSE G. ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 16, PAYSANDU, PAYSANDU, AUTO, 399310, 6424560 
7/6/2014, 19, CONDUCTOR , VEINTICINCO DE AGOSTO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 23, RIO NEGRO, YOUNG, MOTO, 440895, 6382090 
31/5/2014, 19, CONDUCTOR , AVD ARTIGAS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 23, ARTIGAS, BELLA UNION, MOTO, 441990, 6652130 
31/5/2014, 25, CONDUCTOR , , URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 20, TACUAREMBO, TACUAREMBO, AUTO, 597895, 6488945 
3/5/2014, 42, CONDUCTOR , , RURAL     , ILESO, DESPISTE, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 9, PAYSANDU, SIN DATOS, CAMION, 415250, 6478770 
29/3/2014, 17, PASAJERO  , RUTA 3 Y RAMAL 3.30, RURAL     , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 5, ARTIGAS, SIN DATOS, AUTO, 444645, 6646975 
21/6/2014, 21, CONDUCTOR , JUAN ORTIZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 12, TACUAREMBO, TACUAREMBO, MOTO, 596985, 6490730 
21/6/2014, 32, CONDUCTOR , PRESIDENTE VIERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 12, RIVERA, RIVERA, MOTO, 638960, 6579840 
21/6/2014, 68, CONDUCTOR , PRESIDENTE VIERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 12, RIVERA, RIVERA, AUTO, 638960, 6579840 
21/6/2014, 9, PEATÓN    , WILSON FERREIRA ALDUNATE, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 14, RIVERA, RIVERA, SIN DATOS, 639275, 6581395 
21/6/2014, 50, CONDUCTOR , WILSON FERREIRA ALDUNATE, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 14, RIVERA, RIVERA, MOTO, 639275, 6581395 
21/6/2014, 41, CONDUCTOR , MONTEVIDEO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 18, PAYSANDU, PAYSANDU, AUTO, 397870, 6423915 
1/11/2014, 26, CONDUCTOR , JAIME ROSS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 16, TACUAREMBO, TACUAREMBO, AUTO, 596095, 6490210 
15/2/2014, 32, CONDUCTOR , BOULEVARD GENERAL JOSE G. ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 13, PAYSANDU, PAYSANDU, AUTO, 399080, 6422775 
4/1/2014, 19, CONDUCTOR , MONSEÑOR VERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 19, RIVERA, RIVERA, MOTO, 638855, 6581015 
4/1/2014, 25, CONDUCTOR , MONSEÑOR VERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 19, RIVERA, RIVERA, MOTO, 638855, 6581015 
4/1/2014, 57, CONDUCTOR , AVENIDA SORIANO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 19, PAYSANDU, PAYSANDU, AUTO, 398085, 6422900 
4/1/2014, 57, CONDUCTOR , ENRIQUE CHAPLIN ENTRE BOLIVAR Y PROYECTADA 12, SUBURBANA , HERIDO GRAVE, CAÍDA, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 20, PAYSANDU, PAYSANDU, MOTO, 400395, 6424095 
11/1/2014, 41, CONDUCTOR , AGRACIADA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 8, SALTO, SALTO, AUTO, 409485, 6527265 
11/1/2014, 37, CONDUCTOR , GENERAL DIEGO LAMAS, URBANA    , HERIDO GRAVE, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, NO USA CASCO, SÁBADO, MASCULINO, 12, TACUAREMBO, TACUAREMBO, MOTO, 594045, 6490065 
11/1/2014, 15, CONDUCTOR , SANTIAGO NIETO CLAVERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 22, TACUAREMBO, TACUAREMBO, MOTO, 596775, 6489505 
11/1/2014, 16, PEATÓN    , MANUEL ORIBE KM 4, SUBURBANA , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 22, SALTO, SALTO, SIN DATOS, 414480, 6527360 
11/1/2014, 34, CONDUCTOR , MANUEL ORIBE KM 4, SUBURBANA , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 22, SALTO, SALTO, MOTO, 414480, 6527360 
19/7/2014, SIN DATOS, CONDUCTOR , CHIQUITO SARAVIA --BO. GODOY--, SUBURBANA , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, NO USA CASCO, SÁBADO, FEMENINO, 20, TACUAREMBO, TACUAREMBO, MOTO, 594710, 6488630 
19/7/2014, 69, PEATÓN    , CHIQUITO SARAVIA --BO. GODOY--, SUBURBANA , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, SÁBADO, FEMENINO, 20, TACUAREMBO, TACUAREMBO, SIN DATOS, 594710, 6488630 
29/3/2014, 51, CONDUCTOR , SANTIAGO NIETO CLAVERA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 12, TACUAREMBO, TACUAREMBO, MOTO, 596785, 6489560 
29/3/2014, 27, PASAJERO  , MANUEL ORIBE Y CALLE 10, SUBURBANA , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, FEMENINO, 16, SALTO, SALTO, MOTO, 411435, 6527175 
29/3/2014, 24, CONDUCTOR , MANUEL ORIBE Y CALLE 10, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 16, SALTO, SALTO, MOTO, 411435, 6527175 
29/3/2014, 25, CONDUCTOR , MANUEL ORIBE Y CALLE 10, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 16, SALTO, SALTO, MOTO, 411435, 6527175 
29/3/2014, 32, CONDUCTOR , MANUEL ORIBE Y CALLE 10, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, SÁBADO, MASCULINO, 16, SALTO, SALTO, AUTO, 411435, 6527175 
